country,region,year,sector,population,gdp_billion_usd,co2_emissions_million_tons,scenario
United Kingdom,Europe,2012,Industry,77383993.0,2138440.9407427674,4252.2,High_Growth
Nigeria,Africa,2001,Residential,,,,Baseline
South Africa,Africa,2010,Transport,506218396.0,,1006.07,High_Growth
Turkey,Middle East,2018,Agriculture,394700945.0,1642605.1672043481,,Renewable_Transition
Iran,Asia,2003,Industry,,652749.8058231977,380.51,Policy_Reduction
France,Europe,2007,Agriculture,1317723810.0,1097281.978085063,820.68,Renewable_Transition
ITALY,Europe,2007,Energy,1052381257.0,1546733.0439011466,7327.71,Policy_Reduction
Argentina,South America,2006,Transport,634517443.0,3975859.65,1411.14,Baseline
UAE,Asia,2010,Agriculture,947540810.0,2894115.4456649083,690.1,High_Growth
Vietnam,Asia,2007,Industry,295645345.0,1245305.45,3071.07,Baseline
Pakistan,Asia,2022,Residential,1725945262.0,3929407.5488226726,468.83,Policy_Reduction
Iran,Asia,2021,Agriculture,1213242857.0,771151.1116999278,347.83,Renewable_Transition
United Kingdom,Europe,2009,Residential,87293244.0,1865837.34,1693.34,Baseline
Nigeria,Africa,2021,Agriculture,1949947849.0,3026382.773058511,17.91,Renewable_Transition
South Korea,Asia,2020,Industry,1423497897.0,6907104.058094362,1504.09,Renewable_Transition
South Africa,Africa,2012,Energy,535883788.0,946562.07,2627.84,Baseline
China,Asia,1999,Agriculture,180499967.0,2004355.0561671911,,Renewable_Transition
Vietnam,Asia,2007,Agriculture,295645345.0,1245305.45,,Baseline
Pakistan,Asia,1999,Residential,1452396303.0,2170030.309544257,375.8,Policy_Reduction
Australia,Oceania,1996,Residential,583868276.0,207220.11,1123.7,Baseline
Iran,Asia,2005,Residential,894880751.0,777580.1068456769,261.66,High_Growth
Canada,North America,1999,Residential,787808906.0,1020288.3859768594,1376.93,High_Growth
Canada,North America,2008,Energy,939367476.0,1805920.5934415925,8948.75,High_Growth
United Kingdom,Europe,2017,Energy,101784716.0,2076180.6027027268,3402.36,Renewable_Transition
SAUDI ARABIA,Middle East,2024,Transport,1630121734.0,9053487.39950365,477.68,Policy_Reduction
United Kingdom,Europe,2019,Residential,107644084.0,2713844.7016231827,1394.25,High_Growth
United Kingdom,Europe,2013,Agriculture,,2394884.0817184285,786.06,Renewable_Transition
Pakistan,Asia,2011,Energy,1804470861.0,3168801.982618318,1916.32,Policy_Reduction
UAE,Asia,2006,Transport,860852179.0,2425601.57,2437.9,Baseline
Nigeria,Africa,2018,Agriculture,1653316239.0,4856037.22,58.78,Baseline
Thailand,Asia,2014,Industry,42700855.0,7951714.14,,Baseline
Russia,Europe,2015,Industry,1620900090.0,3662156.2229377585,648.64,Renewable_Transition
South Korea,Asia,2022,Residential,1470781903.0,4565038.271780722,1307.65,High_Growth
Saudi Arabia,Middle East,1998,Residential,1255178401.0,2441101.276697817,112.12,Renewable_Transition
United Kingdom,Europe,2016,Energy,84112235.0,2244828.77,3547.83,Baseline
UAE,Asia,1996,Agriculture,762459090.0,1735197.2492895618,600.97,Renewable_Transition
France,Europe,1995,Industry,1228067867.0,666186.4174020664,1874.63,Renewable_Transition
Spain,Europe,2010,Industry,643041864.0,2534560.980757107,3182.52,High_Growth
NIGERIA,Africa,1999,Energy,1392789695.0,2014581.4147341321,198.37,Policy_Reduction
Pakistan,Asia,2014,Residential,,3789570.89202216,719.27,High_Growth
Egypt,Africa,2008,Residential,1216781021.0,4145461.840714103,193.0,Policy_Reduction
Mexico,North America,2016,Energy,305198232.0,332476.82,1205.42,Baseline
Philippines,Asia,1997,Residential,,3051301.162536658,1415.56,High_Growth
Canada,North America,2015,Transport,844737733.0,1926272.2798019405,4879.03,High_Growth
Germany,Europe,2019,Industry,343549766.0,7254116.827576292,3204.32,Renewable_Transition
Vietnam,Asia,2009,Transport,323267906.0,825294.95,1877.45,Baseline
Germany,Europe,2017,Industry,310961723.0,8462915.585257934,2891.69,High_Growth
UAE,Asia,2024,Transport,1161493722.0,,1287.17,High_Growth
Malaysia,Asia,2001,Residential,1500093863.0,,1070.85,High_Growth
ITALY,Europe,2006,Energy,975514810.0,1679781.8671493363,4604.0,Policy_Reduction
Saudi Arabia,Middle East,2012,Energy,1347665577.0,5417602.593889739,815.79,High_Growth
United Kingdom,Europe,2022,Industry,103759629.0,4554419.934871661,3210.53,Renewable_Transition
Japan,Asia,2003,Transport,422832296.0,3147190.7056746585,1546.75,Renewable_Transition
Philippines,Asia,2017,Residential,188672087.0,7046360.690524503,,High_Growth
United States,North America,2020,Industry,1666909804.0,542349.8909074375,3866.79,Renewable_Transition
Nigeria,Africa,2003,Transport,1495826109.0,2744986.309124574,91.72,High_Growth
Bangladesh,Asia,2021,Residential,,658597.5152361584,,Renewable_Transition
Italy,Europe,2004,Transport,953280954.0,1486982.8461970536,3220.54,High_Growth
Philippines,Asia,2005,Residential,146131630.0,4119230.2164406995,,Renewable_Transition
Thailand,Asia,1999,Energy,35418033.0,,,Baseline
France,Europe,1997,Residential,1263173911.0,673776.8164376194,790.2,Renewable_Transition
United Kingdom,Europe,2005,Industry,84769300.0,1752467.3557935862,3014.4,Renewable_Transition
Canada,North America,1998,Residential,752768883.0,,1004.96,Renewable_Transition
Pakistan,Asia,2022,Transport,1725945262.0,3755481.87,635.34,Baseline
Vietnam,Asia,2024,Agriculture,348887456.0,1878028.3460016043,,Renewable_Transition
Egypt,Africa,2000,Residential,1080169282.0,2944463.3535260633,,High_Growth
Turkey,Middle East,2003,Agriculture,297860295.0,795230.7602859249,840.02,Renewable_Transition
Iran,Asia,2000,Energy,888075915.0,,,Baseline
Brazil,South America,1995,Energy,408557653.0,2147070.0,5843.57,Baseline
Australia,Oceania,2000,Energy,612225722.0,228017.1989046387,3936.66,Renewable_Transition
Philippines,Asia,2016,Transport,,6088914.788995709,1489.79,Policy_Reduction
United States,North America,2020,Agriculture,1666909804.0,586254.6423129777,643.69,High_Growth
Germany,Europe,2014,Industry,297822328.0,4864121.009231916,2411.9,High_Growth
United States,North America,1997,Agriculture,1262758334.0,263870.9649576235,390.79,Renewable_Transition
INDIA,Asia,1998,Residential,1432011681.0,,1276.25,Baseline
Thailand,Asia,2024,Agriculture,56583039.0,10742787.434556495,,Renewable_Transition
Argentina,South America,1998,Residential,583910474.0,2432199.95,599.95,Baseline
Spain,Europe,2015,Industry,750980397.0,3207941.579846469,2033.62,Policy_Reduction
Japan,Asia,1997,Agriculture,409848016.0,2387192.157778512,696.71,Renewable_Transition
SOUTH AFRICA,Africa,1997,Agriculture,439493310.0,662886.97,279.56,Baseline
Spain,Europe,2007,Residential,640195702.0,2837686.1,953.76,Baseline
South Africa,Africa,2016,Industry,515566275.0,1360692.0756660874,975.12,Renewable_Transition
Vietnam,Asia,2010,Energy,339812793.0,1215460.9250046208,4585.76,Policy_Reduction
Germany,Europe,2010,Agriculture,257069300.0,4197206.0897109,,High_Growth
Iran,Asia,2003,Energy,894014904.0,655938.11,1198.47,Baseline
Mexico,North America,2014,Agriculture,290095557.0,408562.79691349866,119.04,Policy_Reduction
Thailand,Asia,2006,Agriculture,40508649.0,4857545.547592639,109.31,Renewable_Transition
Pakistan,Asia,2024,Residential,1831816762.0,9581103.762320872,1200.02,High_Growth
Australia,Oceania,2021,Energy,870811137.0,353585.3367957434,5199.31,High_Growth
Bangladesh,Asia,1997,Agriculture,1404445907.0,,935.91,High_Growth
Vietnam,Asia,2006,Energy,327749648.0,793789.3004052025,3607.18,Renewable_Transition
Russia,Europe,2014,Residential,1733106866.0,2147503.042207047,393.12,Policy_Reduction
Brazil,South America,2022,Industry,475036096.0,8956090.515851615,3792.27,High_Growth
United Kingdom,Europe,2023,Transport,,1991750.6758675836,2922.59,Policy_Reduction
Russia,Europe,2002,Agriculture,1395150234.0,,318.1,Renewable_Transition
South Korea,Asia,1999,Energy,1198227967.0,1780179.2900883758,,Policy_Reduction
Iran,Asia,1995,Agriculture,806277831.0,465226.4772270426,116.79,Policy_Reduction
UAE,Asia,2020,Residential,1085956022.0,5463887.1,851.5,Baseline
Saudi Arabia,Middle East,2005,Agriculture,,,127.83,Baseline
United Kingdom,Europe,2002,Transport,77035477.0,1277310.6036667486,1975.38,Policy_Reduction
Iran,Asia,2004,Agriculture,926081757.0,768262.09,173.66,Baseline
UAE,Asia,2001,Residential,822257221.0,2427508.5544332466,1192.43,High_Growth
NIGERIA,Africa,2003,Industry,1495826109.0,2745262.5153921056,173.44,High_Growth
Saudi Arabia,Middle East,1999,Transport,1302309752.0,2716478.3251586324,226.87,Policy_Reduction
Russia,Europe,2021,Agriculture,1748840219.0,4853370.5438299775,324.76,High_Growth
UAE,Asia,2012,Transport,1040347008.0,4598702.39,3315.98,Baseline
France,Europe,2002,Transport,1388568590.0,756214.712335019,1818.38,Policy_Reduction
Spain,Europe,2010,Residential,643041864.0,2359395.6439183964,728.11,Policy_Reduction
BANGLADESH,Asia,2002,Agriculture,1564748180.0,301018.50846463104,819.59,Renewable_Transition
VIETNAM,Asia,2024,Energy,348887456.0,1879713.9903723625,2564.88,Policy_Reduction
UNITED STATES,North America,1996,Industry,1252357235.0,246516.00745969272,1356.91,Renewable_Transition
Italy,Europe,2006,Agriculture,975514810.0,1721029.9459737488,,High_Growth
Malaysia,Asia,2006,Residential,1481452187.0,2847879.29,866.51,Baseline
Iran,Asia,1997,Residential,818757755.0,509038.55,205.27,Baseline
Australia,Oceania,2020,Agriculture,,570359.27,824.98,Baseline
Philippines,Asia,1996,Industry,124214365.0,2716510.065491035,3380.73,High_Growth
Mexico,North America,2003,Agriculture,240437737.0,,217.42,Baseline
Malaysia,Asia,2017,Agriculture,1581298494.0,4476138.562903419,1503.44,High_Growth
Nigeria,Africa,2001,Transport,1354675363.0,2148701.666841004,89.74,Policy_Reduction
Italy,Europe,2001,Energy,982071027.0,1469893.7810782543,6093.45,Renewable_Transition
Italy,Europe,2016,Agriculture,1038347097.0,1617740.8028418296,842.01,Policy_Reduction
Australia,Oceania,2014,Energy,812826450.0,423559.8106198621,,Renewable_Transition
Pakistan,Asia,2017,Transport,1820665172.0,,398.63,Policy_Reduction
UAE,Asia,2015,Residential,886282602.0,3696216.6600541575,2256.64,Policy_Reduction
Canada,North America,2017,Residential,969439240.0,1852514.0,1046.83,Baseline
Russia,Europe,2009,Residential,1538481528.0,,389.22,Renewable_Transition
Malaysia,Asia,2017,Residential,,4393061.255258999,1131.83,High_Growth
UNITED KINGDOM,Europe,2001,Transport,76526979.0,1286684.5,2446.04,Baseline
THAILAND,Asia,2024,Transport,56583039.0,10727707.95,817.69,Baseline
Australia,Oceania,1996,Industry,,216383.42111411702,2384.1,Policy_Reduction
SOUTH AFRICA,Africa,2013,Agriculture,,1507185.83,443.52,Baseline
Bangladesh,Asia,1997,Industry,1404445907.0,283458.5880175507,3316.03,High_Growth
China,Asia,2003,Transport,188640352.0,2408079.2462965082,494.8,Renewable_Transition
Argentina,South America,2019,Agriculture,752374258.0,4798168.175354302,325.57,Policy_Reduction
Nigeria,Africa,2003,Transport,1495826109.0,2440865.54,79.29,Baseline
Turkey,Middle East,1996,Agriculture,272958847.0,724463.3676400315,827.67,Policy_Reduction
South Africa,Africa,2008,Industry,531790312.0,,854.88,Baseline
Thailand,Asia,2003,Transport,,4067158.7146545155,482.5,High_Growth
Nigeria,Africa,1997,Residential,1340290589.0,1885041.7288685534,,Policy_Reduction
China,Asia,1997,Agriculture,173727794.0,2033208.15,242.36,Baseline
United Kingdom,Europe,2001,Industry,76526979.0,1386166.6485814007,4333.05,High_Growth
UAE,Asia,2016,Residential,924912325.0,3120549.2041649846,767.27,Renewable_Transition
Germany,Europe,2005,Industry,267984801.0,3840266.7204798325,3858.76,Policy_Reduction
United States,North America,1998,Transport,1281593968.0,280089.94728775235,950.16,Renewable_Transition
Iran,Asia,2015,Agriculture,1026116515.0,,250.53,Baseline
China,Asia,2008,Residential,212000370.0,2711660.303093512,361.12,High_Growth
Turkey,Middle East,2021,Energy,442215696.0,2214495.983840731,4201.66,Policy_Reduction
Italy,Europe,1996,Energy,902371705.0,1132467.5534171232,4797.35,Renewable_Transition
Egypt,Africa,1999,Agriculture,1092655347.0,3052238.9842983773,90.51,Renewable_Transition
Iran,Asia,1998,Residential,822440553.0,513333.30856679997,172.18,Policy_Reduction
Iran,Asia,2005,Energy,,,694.06,Renewable_Transition
Saudi Arabia,Middle East,2011,Transport,1534481958.0,4107779.464110313,,High_Growth
VIETNAM,Asia,2013,Transport,326139214.0,1413751.6708781256,1815.76,Policy_Reduction
Bangladesh,Asia,2000,Transport,1435210793.0,,1963.55,Baseline
South Africa,Africa,2022,Energy,,2130294.8483933653,4122.34,Policy_Reduction
China,Asia,2006,Energy,204142679.0,2780882.038065607,2200.21,High_Growth
Australia,Oceania,2018,Residential,,392780.8,1075.8,Baseline
Germany,Europe,1995,Residential,236013305.0,2489733.138197883,898.29,Renewable_Transition
United Kingdom,Europe,2015,Agriculture,99747177.0,2010114.923302067,778.24,High_Growth
Philippines,Asia,1996,Agriculture,124214365.0,2498384.9504577727,641.69,Renewable_Transition
Turkey,Middle East,1995,Transport,270810084.0,760870.4135932738,2670.75,High_Growth
Nigeria,Africa,2007,Residential,1632389155.0,2778158.31,41.16,Baseline
India,Asia,2012,Residential,1833592780.0,2037502.65,900.72,Baseline
Pakistan,Asia,2015,Transport,,3033880.34721006,,High_Growth
South Korea,Asia,1998,Industry,1235834829.0,,1041.44,Renewable_Transition
United States,North America,2017,Industry,1747940689.0,536027.1358729573,1162.48,Renewable_Transition
Spain,Europe,2009,Residential,606482605.0,3201129.370495773,1131.72,Policy_Reduction
France,Europe,2015,Transport,1439795577.0,1404502.73,1213.7,Baseline
China,Asia,1999,Transport,180499967.0,2192671.3499859213,606.2,High_Growth
Saudi Arabia,Middle East,2003,Industry,1387407531.0,2737339.51,295.79,Baseline
Vietnam,Asia,2001,Agriculture,307789471.0,986102.2576504183,667.9,High_Growth
Iran,Asia,2008,Industry,879327490.0,761852.2394636783,911.04,High_Growth
Bangladesh,Asia,2000,Agriculture,1435210793.0,252557.33,,Baseline
Turkey,Middle East,2006,Agriculture,314323203.0,855920.1358662868,1125.39,Policy_Reduction
Vietnam,Asia,2002,Transport,285920140.0,823670.53,2089.97,Baseline
South Korea,Asia,2018,Residential,1505183964.0,,1338.88,High_Growth
Nigeria,Africa,2010,Agriculture,1632069942.0,2262441.67,58.66,Baseline
India,Asia,1999,Residential,1432168339.0,1870101.2342410407,1093.18,Renewable_Transition
Nigeria,Africa,1995,Agriculture,1299954978.0,1661155.0,36.21,Baseline
Bangladesh,Asia,2024,Transport,1898160289.0,,2201.62,Policy_Reduction
Saudi Arabia,Middle East,2002,Industry,1280406810.0,3350194.023961535,460.19,High_Growth
Nigeria,Africa,1998,Energy,1329687239.0,,176.21,Renewable_Transition
INDONESIA,Asia,2017,Agriculture,679561218.0,,1119.13,High_Growth
Malaysia,Asia,2006,Transport,1481452187.0,2847879.29,2244.58,Baseline
UAE,Asia,1995,Agriculture,755257736.0,1722543.0,765.44,Baseline
Egypt,Africa,1997,Residential,1045179586.0,2628895.27164537,,Policy_Reduction
Iran,Asia,2017,Residential,1036379407.0,783278.38,203.93,Baseline
UAE,Asia,2012,Energy,1040347008.0,4898811.288233117,10786.68,High_Growth
Philippines,Asia,2023,Industry,149953115.0,12342695.042039117,6051.96,Renewable_Transition
UAE,Asia,2000,Industry,,2192686.2682198216,2719.59,Policy_Reduction
Bangladesh,Asia,1999,Energy,1473201099.0,253695.18374250733,4294.93,Policy_Reduction
Brazil,South America,2011,Transport,463778218.0,5603963.876078155,,High_Growth
Philippines,Asia,1996,Industry,124214365.0,2555596.81,2859.09,Baseline
Saudi Arabia,Middle East,2005,Industry,1325168607.0,3301163.98,319.43,Baseline
Saudi Arabia,Middle East,2009,Industry,,3324314.3735730513,400.72,High_Growth
Nigeria,Africa,2008,Residential,1568502163.0,2675662.1380169177,53.37,High_Growth
South Korea,Asia,2008,Energy,,3306278.458996578,1735.14,Renewable_Transition
Iran,Asia,2009,Residential,1012304967.0,1017667.6248968187,208.11,Policy_Reduction
Nigeria,Africa,2009,Energy,1532480203.0,2466688.11,,Baseline
Egypt,Africa,1995,Industry,1009736337.0,2413977.6721412125,376.69,Policy_Reduction
IRAN,Asia,2022,Industry,1160671156.0,1857302.4072046392,261.21,Renewable_Transition
INDONESIA,Asia,1995,Residential,501337509.0,1298954.0,,Baseline
South Korea,Asia,2017,Energy,1621932640.0,3260753.8021503077,3881.59,High_Growth
Spain,Europe,2010,Residential,643041864.0,2584091.097906241,1015.8,High_Growth
Germany,Europe,1999,Agriculture,252991355.0,2605539.286337199,842.03,Policy_Reduction
South Africa,Africa,2018,Transport,485639851.0,1083954.07,1202.59,Baseline
South Africa,Africa,1995,Industry,423664551.0,601182.0670069002,677.5,Renewable_Transition
Saudi Arabia,Middle East,1997,Energy,1263191481.0,2512722.1573040774,514.25,Policy_Reduction
EGYPT,Africa,2022,Energy,1339040762.0,4448468.3936846135,651.12,Policy_Reduction
Malaysia,Asia,2020,Energy,2209240061.0,3615701.3422864624,4204.38,Policy_Reduction
Indonesia,Asia,2022,Agriculture,843761902.0,3990580.758906856,530.12,Policy_Reduction
FRANCE,Europe,2006,Industry,1299445743.0,936643.5595794445,1811.41,Renewable_Transition
United Kingdom,Europe,2010,Agriculture,,2328382.202111305,471.41,Renewable_Transition
Argentina,South America,2015,Energy,,,1578.95,Policy_Reduction
Vietnam,Asia,2004,Energy,291069319.0,,3368.92,Policy_Reduction
South Africa,Africa,2023,Transport,519084365.0,1355285.4856462437,1561.26,Policy_Reduction
UAE,Asia,2023,Residential,892295406.0,4939884.5231680265,,High_Growth
Japan,Asia,2016,Residential,559334710.0,4143684.528978354,886.19,Policy_Reduction
Philippines,Asia,2006,Agriculture,148503547.0,4291907.83930188,691.51,Policy_Reduction
Spain,Europe,2007,Industry,640195702.0,2845510.950940034,1670.72,Renewable_Transition
Russia,Europe,2003,Agriculture,1353212771.0,1876542.0358590062,283.15,Renewable_Transition
Russia,Europe,2002,Transport,,,1070.29,Baseline
United Kingdom,Europe,2002,Residential,77035477.0,1358867.2749194407,1503.9,High_Growth
Argentina,South America,1995,Industry,567377065.0,2254990.5165308504,,Renewable_Transition
France,Europe,2023,Agriculture,1588745653.0,,1270.41,Baseline
Australia,Oceania,2023,Transport,839961292.0,563196.7207175706,4438.61,High_Growth
Pakistan,Asia,2019,Residential,1639884474.0,4383747.422570999,351.84,High_Growth
Canada,North America,2018,Agriculture,1125061318.0,2112467.593408033,892.46,Renewable_Transition
Indonesia,Asia,2018,Industry,,3945602.627761093,3119.04,Renewable_Transition
MEXICO,North America,2005,Transport,277845589.0,234444.67250828532,477.66,Policy_Reduction
SAUDI ARABIA,Middle East,1997,Agriculture,1263191481.0,2431738.49,88.99,Baseline
